Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
1988-05-18,454.0,355.1,56917.46,243.5,562.72,645.27,5997.45,1696.18,0.59,1698.64,769465.59,1663.52,11444.37,0.0,0.0,333018.87,0.0,1005.59,585.25
1988-05-19,457.9,357.25,57145.53,245.26,568.88,648.71,6070.79,1708.45,0.59,1716.94,775035.55,1681.38,11527.21,0.0,0.0,336735.5,0.0,1014.59,590.83
1988-05-20,454.9,355.31,56127.16,244.31,558.13,637.92,5975.43,1681.62,0.59,1687.68,762861.04,1652.79,11346.14,0.0,0.0,330244.98,0.0,998.7,574.79
1988-05-23,457.25,356.75,56927.01,244.58,567.8,648.15,6041.23,1703.75,0.6,1714.05,763589.87,1678.58,11348.71,0.0,0.0,334725.85,0.0,1014.29,581.01
1988-05-24,457.25,356.95,56865.54,244.85,567.68,650.07,6090.7,1705.57,0.6,1717.23,764407.58,1681.73,11360.86,0.0,0.0,335751.53,0.0,1015.62,584.08
1988-05-25,453.9,354.65,56402.49,243.64,564.15,646.86,6045.64,1697.17,0.6,1704.01,760639.3,1668.51,11304.86,0.0,0.0,333328.95,0.0,1008.13,577.67
1988-05-26,453.25,354.68,56382.55,243.29,561.03,645.33,6036.98,1694.74,0.59,1698.53,759550.2,1663.45,11288.67,0.0,0.0,332103.52,0.0,1008.15,567.96
1988-05-27,452.0,355.5,56500.0,243.53,560.37,649.02,5990.94,1696.44,0.59,1695.73,760302.49,1660.61,11275.64,0.0,0.0,332254.06,0.0,1006.41,560.49
1988-05-30,452.0,355.5,56500.0,243.53,560.37,649.02,6055.63,1696.44,0.59,1695.73,760302.49,1660.61,11275.64,0.0,0.0,332254.06,0.0,1006.41,560.49
1988-05-31,455.5,360.76,57140.39,247.76,563.58,659.6,6119.11,1730.58,0.61,1714.96,775606.26,1679.43,11502.61,0.0,0.0,337941.91,0.0,1025.74,567.8
1988-06-01,456.75,361.71,57156.4,250.41,562.67,657.96,6167.75,1744.34,0.61,1714.07,781771.85,1678.57,11594.04,0.0,0.0,336865.93,0.0,1027.69,565.43
1988-06-02,453.7,359.53,57412.03,252.06,557.48,651.64,6170.95,1755.99,0.61,1700.81,786992.3,1665.64,11671.47,0.0,0.0,335050.58,0.0,1019.63,564.67
1988-06-03,464.7,368.41,56909.25,258.89,556.7,650.3,6141.72,1754.09,0.61,1697.58,786140.85,1662.45,11658.84,0.0,0.0,333169.66,0.0,1012.53,562.12
1988-06-06,464.55,366.27,58561.8,257.73,572.22,664.86,6249.17,1738.94,0.62,1741.52,775505.04,1705.7,11570.62,0.0,0.0,338930.39,0.0,1038.26,585.88
1988-06-07,464.4,365.16,58370.4,256.29,571.53,663.79,6281.65,1729.46,0.61,1742.27,771273.56,1706.65,11507.49,0.0,0.0,337606.45,0.0,1035.93,583.45
1988-06-08,457.85,360.78,57350.89,251.84,559.53,651.45,6202.33,1699.25,0.6,1719.39,757802.24,1683.64,11306.49,0.0,0.0,333365.38,0.0,1024.38,567.97
1988-06-09,455.45,359.4,57019.09,250.94,555.39,654.12,6164.83,1693.13,0.6,1706.68,755075.76,1671.81,11265.81,0.0,0.0,331212.5,0.0,1019.44,566.3
1988-06-10,457.6,361.13,58061.83,251.84,566.81,667.58,6315.53,1726.0,0.61,1744.03,769730.97,1707.45,11484.47,0.0,0.0,339457.03,0.0,1037.64,575.5
1988-06-13,449.0,355.49,56171.35,247.18,547.75,647.61,6080.59,1667.99,0.6,1689.1,754194.05,1654.12,11123.04,0.0,0.0,327326.37,0.0,1009.43,557.76
1988-06-14,446.5,357.4,56406.59,250.14,543.55,652.87,6176.3,1687.97,0.61,1683.52,763229.9,1648.67,11106.21,0.0,0.0,331197.92,0.0,1012.69,563.19
1988-06-15,452.0,363.29,57053.46,253.01,549.66,662.88,6201.19,1707.33,0.61,1694.53,771982.6,1659.23,11391.71,0.0,0.0,329322.42,0.0,1028.05,562.06
1988-06-16,453.9,364.94,57102.72,254.07,550.83,663.13,6242.55,1714.5,0.61,1706.22,775227.5,1671.36,11306.21,0.0,0.0,330941.64,0.0,1034.71,563.91
1988-06-17,450.25,361.89,56691.6,252.52,546.08,655.93,6189.31,1704.06,0.61,1688.0,770503.25,1653.27,11361.04,0.0,0.0,328975.43,0.0,1028.02,553.41
1988-06-20,454.2,366.27,57338.14,254.53,549.45,664.38,6491.11,1692.65,0.62,1704.62,765060.1,1669.87,11454.9,0.0,0.0,330652.06,0.0,1034.84,553.4
1988-06-21,451.65,364.02,57098.12,252.95,545.56,660.77,6214.39,1681.83,0.61,1693.97,760170.08,1659.2,11331.1,0.0,0.0,328899.08,0.0,1028.09,548.47
1988-06-22,448.5,365.6,57695.13,253.6,543.22,660.64,6231.07,1686.35,0.61,1684.44,762209.76,1650.08,11310.78,0.0,0.0,330618.42,0.0,1031.28,549.56
1988-06-23,447.8,366.65,57599.75,254.87,538.91,662.01,6231.45,1694.73,0.62,1680.92,766000.19,1646.18,11214.11,0.0,0.0,327847.03,0.0,1028.13,548.09
1988-06-24,443.25,368.52,57879.51,256.96,532.54,667.45,6236.8,1708.63,0.62,1681.78,772283.51,1646.45,11306.1,0.0,0.0,328615.56,0.0,1030.4,543.85
1988-06-27,443.3,369.82,57983.05,260.31,535.19,667.68,6247.33,1671.81,0.63,1661.01,754896.34,1626.65,11258.21,0.0,0.0,327627.02,0.0,1031.07,543.26
1988-06-28,443.85,368.09,58088.98,258.2,535.97,664.02,6221.04,1658.12,0.62,1670.64,748712.74,1636.3,11269.26,0.0,0.0,320380.1,0.0,1026.24,550.55
1988-06-29,433.55,363.78,57982.12,254.06,528.13,656.66,6113.82,1631.5,0.61,1632.9,736694.18,1598.6,11024.85,0.0,0.0,316139.08,0.0,1008.75,550.61
1988-06-30,436.55,364.4,58268.21,255.59,529.27,658.07,6143.33,1641.35,0.61,1634.58,741140.89,1600.59,11116.96,0.0,0.0,319114.23,0.0,1012.54,552.27
1988-07-01,436.85,364.97,58105.88,256.82,528.81,655.6,6096.88,1636.78,0.61,1626.33,739076.13,1592.69,11001.89,0.0,0.0,317524.36,0.0,1007.81,548.56
1988-07-04,437.55,367.55,59269.18,259.98,534.59,666.13,6238.86,1647.27,0.62,1647.58,744363.65,1613.14,11167.55,0.0,0.0,321652.22,0.0,1028.89,562.41
1988-07-05,437.5,366.19,58709.41,256.37,531.08,663.36,6104.11,1624.58,0.61,1635.02,734113.74,1600.79,11162.47,0.0,0.0,314377.36,0.0,1014.72,552.1
1988-07-06,436.8,365.09,58346.26,255.07,526.97,660.62,6102.03,1616.3,0.6,1641.47,730370.24,1607.17,11125.96,0.0,0.0,317901.02,0.0,1020.77,548.26
1988-07-07,440.9,367.18,58080.71,256.71,531.65,665.39,6148.75,1626.72,0.61,1653.8,735079.72,1619.41,11192.56,0.0,0.0,320541.31,0.0,1031.28,548.97
1988-07-08,439.4,369.74,58192.93,258.17,528.68,667.77,6125.02,1626.27,0.61,1640.57,734876.03,1606.69,11086.81,0.0,0.0,319073.06,0.0,1025.53,546.77
1988-07-11,436.8,369.56,58106.4,258.54,527.55,670.13,6101.49,1619.53,0.62,1644.04,741406.64,1610.04,11135.22,0.0,0.0,319126.26,0.0,1036.22,552.62
1988-07-12,433.8,365.61,57503.15,255.85,524.88,660.61,6077.29,1602.72,0.61,1619.04,733709.5,1585.86,11060.56,0.0,0.0,314373.98,0.0,1022.39,545.22
1988-07-13,435.0,368.29,57815.64,257.24,525.81,666.26,6103.06,1611.43,0.62,1632.16,737696.71,1598.21,11061.5,0.0,0.0,317079.21,0.0,1035.92,546.9
1988-07-14,440.75,373.48,58697.1,260.88,532.71,675.02,6174.56,1634.18,0.63,1654.08,748111.54,1620.3,11217.67,0.0,0.0,320936.16,0.0,1059.29,552.67
1988-07-15,439.1,377.64,59431.91,263.96,532.11,682.81,6229.76,1654.64,0.63,1656.43,757476.89,1622.62,11173.2,0.0,0.0,322510.54,0.0,1072.02,558.26
1988-07-18,435.65,375.8,58641.01,260.95,527.18,680.34,6262.0,1613.56,0.63,1626.81,738260.9,1592.77,11115.04,0.0,0.0,314730.65,0.0,1073.93,548.05
1988-07-19,436.25,372.93,58458.59,257.53,523.94,675.36,6102.53,1592.6,0.62,1633.75,728669.55,1599.5,11099.4,0.0,0.0,313300.68,0.0,1056.63,542.22
1988-07-20,444.8,377.47,59258.99,260.19,531.83,683.01,6224.7,1609.09,0.62,1665.31,736213.96,1630.89,11318.4,0.0,0.0,321481.62,0.0,1075.12,551.48
1988-07-21,444.75,374.92,58797.69,257.6,531.82,680.07,6170.11,1593.06,0.62,1666.76,728882.71,1631.65,11270.09,0.0,0.0,318434.87,0.0,1062.17,546.63
1988-07-22,442.2,370.28,57394.6,254.07,526.14,666.66,6138.29,1560.17,0.6,1639.72,713834.92,1605.41,11125.72,0.0,0.0,315771.19,0.0,1047.61,538.37
1988-07-25,438.5,370.72,57907.92,253.98,529.55,673.05,6133.66,1633.56,0.62,1651.47,751586.39,1617.61,11175.21,0.0,0.0,320144.45,0.0,1063.55,542.38
1988-07-26,431.2,367.51,57130.94,251.65,521.98,666.32,6079.18,1618.74,0.62,1617.86,744768.43,1584.01,10948.0,0.0,0.0,313458.78,0.0,1051.39,536.83
1988-07-27,432.85,366.57,56983.64,250.78,522.57,665.75,6056.84,1612.79,0.62,1623.38,742031.06,1589.65,11033.14,0.0,0.0,310263.06,0.0,1053.66,535.86
1988-07-28,432.75,369.28,57264.67,251.16,523.29,670.6,6103.53,1615.42,0.62,1631.24,743237.63,1597.33,11000.84,0.0,0.0,314340.29,0.0,1057.71,539.12
1988-07-29,436.8,374.62,58820.16,255.36,535.46,690.33,6290.75,1662.94,0.64,1662.48,765104.23,1627.91,11143.51,0.0,0.0,322211.64,0.0,1085.47,551.49
1988-08-01,434.6,373.22,57701.53,253.63,524.51,678.47,6467.64,1614.37,0.63,1631.11,735523.32,1597.13,11083.77,0.0,0.0,313921.69,0.0,1069.32,539.22
1988-08-02,432.75,371.33,57510.26,253.07,521.96,675.7,6142.47,1610.79,0.63,1628.25,733891.65,1594.6,11046.52,0.0,0.0,314699.41,0.0,1066.94,540.43
1988-08-03,434.1,372.53,57689.65,253.86,521.68,677.81,6102.41,1615.82,0.63,1628.76,736180.83,1595.0,11080.98,0.0,0.0,313351.86,0.0,1064.69,538.56
1988-08-04,433.1,372.61,57620.07,253.28,521.62,679.28,6117.75,1612.1,0.63,1621.97,734484.95,1588.79,11030.13,0.0,0.0,313223.94,0.0,1064.01,538.21
1988-08-05,432.85,374.77,58373.28,255.67,526.2,690.16,6216.95,1642.19,0.64,1645.03,748197.1,1610.97,11145.75,0.0,0.0,318505.26,0.0,1078.27,546.45
1988-08-08,432.0,375.73,57786.7,254.57,522.5,686.69,6045.97,1599.16,0.63,1625.74,731661.03,1592.39,11015.11,0.0,0.0,311131.71,0.0,1082.16,542.1
1988-08-09,425.8,372.97,57341.04,252.33,516.89,681.91,6080.14,1585.09,0.62,1596.92,725219.68,1563.86,10887.85,0.0,0.0,310531.02,0.0,1072.26,538.21
1988-08-10,427.2,374.86,57417.25,252.63,522.25,683.45,6015.73,1587.19,0.63,1601.24,726183.49,1567.76,10920.01,0.0,0.0,307882.72,0.0,1063.32,534.38
1988-08-11,427.95,372.79,57275.47,251.51,523.84,680.26,6045.3,1579.8,0.62,1598.43,722800.01,1565.74,10914.4,0.0,0.0,309036.0,0.0,1054.35,534.15
1988-08-12,433.25,373.78,57601.55,252.62,527.81,681.38,6088.35,1585.31,0.62,1619.86,725322.72,1586.29,11028.2,0.0,0.0,312095.65,0.0,1048.69,538.67
1988-08-15,430.25,371.14,57345.74,251.24,527.23,678.98,6077.51,1599.07,0.64,1612.92,733722.7,1579.63,10903.85,0.0,0.0,311212.13,0.0,1046.12,535.02
1988-08-16,432.65,371.21,57440.91,251.69,531.5,679.48,6071.37,1601.73,0.64,1626.34,734940.34,1592.44,11022.61,0.0,0.0,311911.01,0.0,1043.32,541.06
1988-08-17,429.0,375.74,57496.17,253.85,528.63,687.92,6109.42,1615.65,0.65,1620.3,741331.17,1587.05,10978.85,0.0,0.0,312237.17,0.0,1055.75,538.15
1988-08-18,430.55,374.56,57408.46,253.49,529.1,686.87,6092.77,1613.19,0.65,1611.62,740200.29,1578.49,10974.77,0.0,0.0,309878.91,0.0,1055.66,534.04
1988-08-19,432.6,375.27,57847.29,254.17,532.14,689.2,6119.08,1620.16,0.65,1623.29,743396.76,1589.94,11022.16,0.0,0.0,312470.78,0.0,1061.87,530.87
1988-08-22,431.0,379.07,57779.51,257.08,529.59,694.77,6170.0,1618.06,0.66,1623.43,741405.52,1590.06,10977.46,0.0,0.0,315441.4,0.0,1069.6,531.01
1988-08-23,432.6,378.18,57890.35,257.58,532.15,694.81,6176.89,1621.16,0.67,1627.76,742827.8,1594.91,11024.28,0.0,0.0,313760.53,0.0,1069.72,532.41
1988-08-24,433.0,376.07,58171.94,257.97,533.22,690.71,6171.48,1623.63,0.67,1627.65,743958.46,1594.19,11041.06,0.0,0.0,312425.84,0.0,1062.57,533.09
1988-08-25,434.2,371.69,57874.51,255.49,535.05,682.23,6142.24,1608.2,0.66,1623.63,736886.86,1590.28,11051.09,0.0,0.0,311033.95,0.0,1044.12,529.17
1988-08-26,433.15,369.96,57917.51,256.3,538.43,679.12,6150.53,1612.98,0.66,1621.18,739916.68,1587.94,11006.89,0.0,0.0,313958.99,0.0,1043.41,532.28
1988-08-29,433.15,369.96,57917.51,256.3,538.43,679.12,6150.53,1612.98,0.66,1621.18,739916.68,1587.94,11006.89,0.0,0.0,313958.99,0.0,1043.41,532.28
1988-08-30,427.75,366.95,57501.5,253.03,530.1,674.33,6082.51,1592.58,0.65,1605.69,730561.27,1572.54,10910.73,0.0,0.0,306788.51,0.0,1042.62,531.75
1988-08-31,427.75,369.07,58358.48,254.01,530.24,678.2,6120.69,1598.73,0.66,1601.65,733381.24,1568.32,10922.37,0.0,0.0,309388.8,0.0,1042.83,531.26
1988-09-01,430.4,371.2,58702.65,257.19,532.5,680.9,6197.25,1618.73,0.66,1620.48,742554.45,1586.96,10981.83,0.0,0.0,312834.33,0.0,1058.58,541.89
1988-09-02,428.75,366.86,58912.96,254.68,535.36,677.24,6154.57,1619.21,0.67,1611.02,742774.03,1577.53,11036.53,0.0,0.0,310045.46,0.0,1050.71,541.66
1988-09-05,427.4,365.13,58114.73,253.5,527.28,667.21,6109.33,1574.76,0.66,1602.37,727503.89,1569.41,10913.14,0.0,0.0,308312.23,0.0,1032.76,533.49
1988-09-06,428.45,363.96,57966.65,251.51,528.62,665.67,6096.53,1562.23,0.65,1605.71,721714.97,1572.52,10914.32,0.0,0.0,305745.77,0.0,1035.85,530.75
1988-09-07,427.25,363.13,57095.97,250.15,528.68,664.14,6116.05,1553.94,0.65,1600.19,717882.03,1566.92,10868.87,0.0,0.0,307248.82,0.0,1025.85,532.06
1988-09-08,428.25,365.43,57301.95,252.43,530.61,669.45,6149.35,1568.13,0.65,1604.96,724439.28,1571.89,10905.04,0.0,0.0,310471.77,0.0,1033.45,532.25
1988-09-09,429.4,366.13,57288.8,253.03,531.96,669.53,6147.24,1569.5,0.66,1609.39,725071.51,1576.04,10904.45,0.0,0.0,309511.04,0.0,1032.59,533.1
1988-09-12,419.4,356.8,55948.9,247.29,519.3,651.6,5972.0,1568.4,0.66,1573.81,714037.71,1541.35,10757.03,0.0,0.0,301967.01,0.0,1016.6,523.88
1988-09-13,420.45,358.44,55987.27,247.76,517.63,655.25,6042.22,1571.21,0.66,1575.77,715317.9,1543.19,10763.92,0.0,0.0,302820.55,0.0,1020.03,527.3
1988-09-14,421.5,364.73,56745.28,251.64,515.11,667.35,6107.8,1596.01,0.67,1583.41,726610.09,1550.49,10820.61,0.0,0.0,307022.16,0.0,1036.09,532.6
1988-09-15,418.85,361.56,55964.67,249.32,511.53,661.85,6014.14,1581.07,0.66,1569.38,719806.58,1537.47,10619.57,0.0,0.0,301317.99,0.0,1029.18,524.37
1988-09-16,415.15,358.72,55743.04,247.78,507.63,657.15,5998.72,1571.31,0.66,1556.1,715362.85,1524.14,10529.24,0.0,0.0,299556.93,0.0,1020.47,518.91
1988-09-19,409.0,352.05,54643.04,243.67,499.04,645.73,5848.08,1522.79,0.65,1532.81,698344.14,1500.89,10404.72,0.0,0.0,294481.5,0.0,1007.33,519.02
1988-09-20,410.0,351.87,54836.9,243.18,499.98,645.64,5902.39,1519.72,0.65,1534.7,696936.81,1502.8,10456.7,0.0,0.0,293723.89,0.0,1011.5,520.4
1988-09-21,400.65,345.55,53736.09,239.12,488.35,634.19,5817.34,1494.19,0.64,1504.42,685225.41,1473.17,10209.26,0.0,0.0,289260.35,0.0,991.64,515.24
1988-09-22,397.75,344.14,53550.16,238.53,484.69,631.51,5782.56,1490.67,0.64,1494.87,683614.95,1463.98,10185.26,0.0,0.0,287507.13,0.0,989.12,508.55
1988-09-23,400.35,345.91,53824.39,239.52,488.31,634.64,5798.69,1496.64,0.64,1500.43,686351.4,1469.41,10214.06,0.0,0.0,287747.93,0.0,992.19,509.98
1988-09-26,395.3,342.53,53236.24,237.13,482.56,630.18,5738.61,1481.94,0.64,1482.72,675113.8,1451.06,10054.41,0.0,0.0,285145.85,0.0,984.69,506.28
1988-09-27,397.1,343.41,53408.03,236.58,483.93,631.67,5742.23,1478.49,0.64,1489.23,673542.14,1458.59,10113.81,0.0,0.0,284896.04,0.0,989.38,507.46
1988-09-28,395.4,341.73,53044.32,234.45,482.03,628.91,5718.28,1465.17,0.63,1480.79,667476.93,1450.19,10022.74,0.0,0.0,283104.27,0.0,979.42,503.83
1988-09-29,398.5,345.03,53528.09,236.85,484.95,634.76,5783.88,1480.17,0.64,1495.0,674309.41,1464.09,10160.86,0.0,0.0,287760.83,0.0,989.09,508.99
1988-09-30,396.7,341.8,53617.92,234.59,487.18,633.83,5773.74,1479.38,0.64,1496.87,673950.06,1465.91,10202.79,0.0,0.0,286281.79,0.0,996.84,508.13
1988-10-03,396.0,338.98,52908.82,233.08,479.21,625.23,5733.73,1456.6,0.65,1482.57,673932.47,1451.92,9975.76,0.0,0.0,281873.44,0.0,984.83,503.68
1988-10-04,398.5,341.31,53090.22,235.17,482.46,629.67,5792.41,1469.69,0.65,1483.96,679987.51,1466.72,10112.42,0.0,0.0,287545.55,0.0,994.66,507.38
1988-10-05,395.45,338.89,52747.24,233.17,477.46,625.97,5728.17,1456.97,0.65,1480.65,674101.59,1450.11,10048.2,0.0,0.0,283686.9,0.0,986.4,499.26
1988-10-06,403.75,346.25,53881.03,238.41,489.34,638.94,5872.19,1489.93,0.66,1515.11,689352.92,1483.87,10287.46,0.0,0.0,290146.96,0.0,1005.62,506.39
1988-10-07,403.9,346.08,52849.4,237.8,479.09,626.48,5753.4,1459.79,0.65,1488.66,675407.13,1457.83,10161.1,0.0,0.0,283588.08,0.0,990.18,496.84
1988-10-10,406.75,347.1,53797.9,237.52,490.95,640.59,5854.82,1504.44,0.69,1525.1,690484.66,1493.51,10332.05,0.0,0.0,288969.49,0.0,1011.83,505.91
1988-10-11,407.25,346.98,53367.12,237.19,492.4,639.22,5929.68,1502.34,0.69,1529.81,689522.17,1498.07,10282.06,0.0,0.0,290340.84,0.0,1011.01,508.05
1988-10-12,406.4,343.24,52368.76,234.57,492.37,629.83,5893.82,1485.79,0.68,1521.92,681926.82,1490.13,10262.63,0.0,0.0,286954.95,0.0,1003.46,503.51
1988-10-13,406.7,340.68,52068.24,233.2,491.76,626.22,5919.49,1477.27,0.68,1533.83,678013.6,1502.11,10285.37,0.0,0.0,287949.62,0.0,999.97,504.47
1988-10-14,407.6,340.27,51335.46,232.05,486.68,617.98,5851.05,1456.48,0.67,1511.16,668471.6,1478.78,10163.62,0.0,0.0,285828.7,0.0,983.09,494.96
1988-10-17,413.0,344.57,52570.13,236.27,497.47,632.02,6143.03,1546.91,0.71,1553.48,714322.93,1521.34,10443.14,0.0,0.0,294581.72,0.0,1011.35,511.64
1988-10-18,411.45,341.58,52085.65,234.91,494.2,627.14,6022.67,1537.84,0.71,1540.84,710133.52,1506.97,10405.38,0.0,0.0,290646.14,0.0,1003.85,507.35
1988-10-19,411.25,342.44,52375.12,234.87,492.75,629.44,6037.7,1537.71,0.71,1544.83,710077.36,1512.65,10392.82,0.0,0.0,290587.95,0.0,1006.4,503.67
1988-10-20,412.2,341.79,52437.37,233.81,493.86,627.85,6026.61,1530.96,0.7,1545.83,706958.62,1513.96,10288.72,0.0,0.0,289557.14,0.0,1007.19,501.57
1988-10-21,410.25,336.56,51513.69,232.77,490.16,614.58,5975.82,1514.12,0.69,1525.87,699182.37,1494.14,10279.61,0.0,0.0,287765.52,0.0,991.26,497.1
1988-10-24,405.5,333.53,51425.05,231.38,485.91,614.32,5969.7,1514.92,0.68,1518.22,698582.36,1489.83,10180.89,0.0,0.0,286817.55,0.0,989.47,495.39
1988-10-25,407.65,335.97,51661.86,232.48,488.96,618.9,5998.7,1521.89,0.69,1527.89,701799.3,1496.28,10251.01,0.0,0.0,286174.15,0.0,1001.69,497.09
1988-10-26,407.4,332.99,51214.38,231.48,488.53,612.84,6012.39,1515.53,0.68,1528.91,698865.08,1496.62,10254.45,0.0,0.0,285631.57,0.0,1003.8,494.2
1988-10-27,407.5,332.72,51253.88,230.1,490.22,608.6,5976.51,1506.48,0.68,1527.49,694694.32,1495.85,10193.25,0.0,0.0,284778.3,0.0,1002.94,495.4
1988-10-28,411.5,336.41,51614.76,232.68,494.11,614.74,6072.67,1518.8,0.69,1535.68,700371.7,1503.79,10334.55,0.0,0.0,287546.37,0.0,1016.01,498.4
1988-10-31,412.4,337.87,51768.65,233.19,502.76,619.13,6296.19,1526.76,0.7,1554.81,709698.02,1522.46,10377.05,0.0,0.0,289747.02,0.0,1024.02,504.51
1988-11-01,410.9,337.59,51507.88,232.54,504.15,616.82,6103.44,1522.49,0.69,1540.42,707717.0,1508.38,10324.82,0.0,0.0,287595.33,0.0,1028.02,501.24
1988-11-02,414.75,339.22,51639.57,233.4,509.63,619.67,6117.93,1528.11,0.7,1552.17,710328.19,1520.01,10444.61,0.0,0.0,289835.06,0.0,1037.18,502.04
1988-11-03,423.4,345.08,52553.89,237.53,516.63,628.27,6378.96,1555.17,0.71,1584.69,722905.18,1551.79,10629.54,0.0,0.0,295661.64,0.0,1033.81,510.93
1988-11-04,421.0,347.08,52759.19,238.46,514.83,633.11,6291.8,1561.24,0.71,1582.3,725729.11,1549.39,10587.6,0.0,0.0,295356.04,0.0,1040.35,508.04
1988-11-07,420.6,344.96,52471.39,236.89,520.33,628.35,6230.23,1570.8,0.71,1575.04,718512.14,1542.4,10565.34,0.0,0.0,291553.78,0.0,1030.0,506.47
1988-11-08,418.35,344.07,52509.02,236.29,516.58,627.86,6266.87,1566.62,0.71,1571.25,716601.03,1538.6,10525.43,0.0,0.0,293530.72,0.0,1024.85,505.01
1988-11-09,420.8,341.2,52291.52,235.02,518.68,623.39,6351.83,1558.38,0.71,1575.33,712830.96,1542.54,10575.81,0.0,0.0,289818.38,0.0,1023.5,499.41
1988-11-10,419.1,339.07,51979.13,233.35,513.96,618.97,6239.36,1547.33,0.7,1571.97,707777.2,1538.96,10524.16,0.0,0.0,291036.44,0.0,1001.38,496.11
1988-11-11,420.3,335.78,51654.0,231.51,514.68,612.78,6216.91,1537.65,0.7,1575.71,703350.03,1542.9,10544.14,0.0,0.0,289320.34,0.0,1000.04,492.42
1988-11-14,419.3,336.68,51760.45,231.85,515.52,613.82,6213.57,1562.41,0.71,1568.23,724399.27,1535.84,10502.79,0.0,0.0,291824.56,0.0,1007.8,492.8
1988-11-15,424.0,340.52,52325.45,234.64,523.37,620.63,6324.62,1581.24,0.72,1589.36,733127.64,1556.04,10652.8,0.0,0.0,294246.17,0.0,1016.08,496.97
1988-11-16,423.85,336.57,51942.53,232.69,521.75,612.49,6271.3,1567.91,0.71,1583.52,726947.57,1549.78,10609.53,0.0,0.0,290942.11,0.0,1010.65,495.0
1988-11-17,422.0,335.81,51721.94,231.68,520.23,611.63,6312.74,1561.25,0.71,1578.65,723860.35,1546.79,10564.48,0.0,0.0,293297.52,0.0,1005.02,491.27
1988-11-18,417.75,333.62,51539.66,229.98,517.94,612.58,6296.02,1559.24,0.71,1573.38,722928.46,1540.75,10527.74,0.0,0.0,291942.4,0.0,997.78,490.87
1988-11-21,415.95,330.59,50719.55,227.98,503.78,604.08,6166.13,1550.67,0.72,1551.68,711856.27,1520.45,10417.45,0.0,0.0,285693.5,0.0,988.13,484.63
1988-11-22,418.4,331.2,50787.82,228.26,502.06,605.46,6236.6,1552.76,0.72,1561.75,712814.37,1529.07,10458.86,0.0,0.0,287401.94,0.0,990.19,484.48
1988-11-23,419.25,330.82,50880.42,228.16,502.19,603.49,6233.97,1552.1,0.72,1573.03,712512.92,1535.08,10449.88,0.0,0.0,288387.01,0.0,984.02,483.36
1988-11-24,419.95,331.39,50786.05,228.79,502.6,603.37,6267.57,1556.2,0.73,1575.69,714394.94,1543.14,10500.35,0.0,0.0,289423.26,0.0,986.1,483.38
1988-11-25,424.1,334.61,51345.06,229.99,505.52,608.9,6301.08,1564.52,0.73,1589.91,718214.49,1556.87,10740.49,0.0,0.0,290550.96,0.0,985.92,485.85
1988-11-28,424.25,337.75,51847.65,230.95,504.97,615.47,6304.86,1575.2,0.75,1589.84,735167.27,1556.81,10600.47,0.0,0.0,293239.41,0.0,984.71,485.45
1988-11-29,423.1,335.35,51388.65,228.39,504.75,611.52,6265.94,1557.78,0.74,1578.89,727039.68,1546.07,10528.96,0.0,0.0,288621.47,0.0,979.65,481.57
1988-11-30,422.6,336.58,51497.63,228.37,501.5,614.32,6256.74,1557.63,0.74,1582.61,726966.04,1549.27,10573.57,0.0,0.0,289517.15,0.0,970.92,481.63
1988-12-01,424.75,337.68,51632.46,229.22,504.52,616.61,6314.68,1563.44,0.74,1594.7,729678.39,1561.81,10613.02,0.0,0.0,291806.49,0.0,968.88,487.56
1988-12-02,424.25,336.81,51474.46,228.52,503.89,615.29,6295.35,1558.65,0.74,1593.02,727445.43,1559.96,10603.39,0.0,0.0,290422.2,0.0,966.65,487.44
1988-12-05,429.0,339.39,52076.47,229.41,508.72,619.98,6377.64,1582.69,0.76,1608.86,739469.83,1575.49,10713.53,0.0,995.19,293859.24,0.0,971.17,488.53
1988-12-06,427.75,339.73,52050.03,229.3,509.04,621.39,6387.06,1581.88,0.76,1607.25,739094.3,1573.88,10703.5,0.0,994.68,293452.05,0.0,971.71,485.07
1988-12-07,422.6,340.73,52136.01,229.67,506.66,625.29,6362.15,1584.5,0.76,1594.63,740315.23,1561.09,10656.87,0.0,996.33,292765.5,0.0,988.63,486.56
1988-12-08,423.2,337.89,51848.7,228.63,505.0,620.24,6307.87,1577.5,0.76,1592.73,737047.26,1559.58,10598.39,0.0,991.93,288649.18,0.0,993.07,485.67
1988-12-09,419.75,333.63,51855.33,227.01,507.31,620.08,6355.9,1582.94,0.76,1590.77,739587.72,1557.61,10600.51,0.0,995.35,291244.52,0.0,989.73,489.64
1988-12-12,420.0,335.21,51588.0,228.01,502.88,615.07,6384.37,1573.04,0.76,1575.69,726453.66,1542.92,10488.61,0.0,973.84,287809.74,0.0,987.94,489.43
1988-12-13,420.5,336.78,51757.44,230.03,504.46,618.21,6323.93,1586.97,0.77,1577.29,732888.74,1544.44,10558.51,0.0,982.47,290163.67,0.0,994.25,496.18
